ID,Sales
T1188566,40785.992
T1188567,49860.4
T1188568,21528.035
T1188569,37215.367
T1188570,32966.66
T1188571,25180.627
T1188572,51320.406
T1188573,30215.064
T1188574,34117.836
T1188575,36770.906
T1188576,47535.78
T1188577,36189.68
T1188578,28564.537
T1188579,30853.66
T1188580,29638.654
T1188581,32435.18
T1188582,26460.713
T1188583,29839.117
T1188584,27025.623
T1188585,68368.05
T1188586,28487.023
T1188587,46334.348
T1188588,28578.926
T1188589,24055.03
T1188590,39539.55
T1188591,28358.69
T1188592,31745.732
T1188593,19256.83
T1188594,80391.61
T1188595,26424.756
T1188596,37394.066
T1188597,81833.21
T1188598,48669.957
T1188599,50168.883
T1188600,30052.268
T1188601,40988.78
T1188602,24957.662
T1188603,68049.05
T1188604,37073.586
T1188605,63847.68
T1188606,26179.244
T1188607,53014.426
T1188608,38599.67
T1188609,26991.217
T1188610,57698.84
T1188611,28237.398
T1188612,47814.914
T1188613,40253.145
T1188614,48355.2
T1188615,26428.037
T1188616,49851.715
T1188617,29186.63
T1188618,47635.082
T1188619,21131.559
T1188620,33669.395
T1188621,34235.23
T1188622,33217.094
T1188623,36114.406
T1188624,21365.127
T1188625,59540.562
T1188626,35317.914
T1188627,34824.4
T1188628,37741.766
T1188629,29748.42
T1188630,33411.7
T1188631,28570.83
T1188632,38638.465
T1188633,37284.21
T1188634,30171.764
T1188635,38269.613
T1188636,26380.217
T1188637,37874.94
T1188638,28348.656
T1188639,73719.945
T1188640,24759.285
T1188641,34842.426
T1188642,34322.7
T1188643,41332.62
T1188644,27159.852
T1188645,29248.098
T1188646,29625.162
T1188647,29788.844
T1188648,35158.656
T1188649,25656.744
T1188650,25426.508
T1188651,28710.465
T1188652,62239.363
T1188653,49243.805
T1188654,37301.473
T1188655,29554.95
T1188656,42293.723
T1188657,40738.44
T1188658,39422.383
T1188659,46322.582
T1188660,26853.775
T1188661,52462.34
T1188662,51834.24
T1188663,34547.008
T1188664,22325.951
T1188665,32493.41
T1188666,47970.848
T1188667,35941.82
T1188668,60823.227
T1188669,55661.348
T1188670,82808.63
T1188671,50132.934
T1188672,57278.31
T1188673,50853.387
T1188674,37595.75
T1188675,46067.855
T1188676,36944.207
T1188677,25628.48
T1188678,48664.22
T1188679,47978.004
T1188680,24790.291
T1188681,25884.79
T1188682,44811.03
T1188683,37979.477
T1188684,23358.697
T1188685,46858.39
T1188686,33998.39
T1188687,40838.355
T1188688,33646.883
T1188689,39058.78
T1188690,33703.85
T1188691,46453.246
T1188692,31795.22
T1188693,46246.277
T1188694,22728.43
T1188695,28067.496
T1188696,44826.47
T1188697,29408.98
T1188698,45258.945
T1188699,48414.508
T1188700,41279.625
T1188701,25036.918
T1188702,57166.93
T1188703,24520.594
T1188704,35566.594
T1188705,50117.13
T1188706,82808.63
T1188707,30853.66
T1188708,22728.43
T1188709,42738.56
T1188710,60823.227
T1188711,39422.383
T1188712,28570.83
T1188713,58607.76
T1188714,36189.68
T1188715,29564.088
T1188716,17287.83
T1188717,47535.78
T1188718,38244.773
T1188719,35941.82
T1188720,20572.02
T1188721,23375.312
T1188722,50132.934
T1188723,62604.953
T1188724,18132.83
T1188725,41602.66
T1188726,44193.465
T1188727,37595.75
T1188728,49174.934
T1188729,33903.008
T1188730,42093.465
T1188731,50853.387
T1188732,29408.98
T1188733,46731.785
T1188734,57278.31
T1188735,19163.496
T1188736,26159.76
T1188737,28564.537
T1188738,18567.041
T1188739,29187.986
T1188740,33216.863
T1188741,31516.475
T1188742,47970.848
T1188743,33998.39
T1188744,36909.125
T1188745,52462.34
T1188746,40785.992
T1188747,34191.723
T1188748,49860.4
T1188749,30215.064
T1188750,26853.775
T1188751,45258.945
T1188752,21528.035
T1188753,51320.406
T1188754,37215.367
T1188755,46322.582
T1188756,32966.66
T1188757,27693.88
T1188758,49769.86
T1188759,51834.24
T1188760,40738.44
T1188761,33470.203
T1188762,56442.312
T1188763,39058.78
T1188764,22610.117
T1188765,42293.723
T1188766,34117.836
T1188767,32493.41
T1188768,25340.24
T1188769,25180.627
T1188770,48784.715
T1188771,46067.855
T1188772,34752.25
T1188773,46994.773
T1188774,40946.35
T1188775,34547.008
T1188776,25861.172
T1188777,21804.547
T1188778,22325.951
T1188779,51752.047
T1188780,44826.47
T1188781,35104.53
T1188782,47579.92
T1188783,28913.479
T1188784,27159.852
T1188785,29152.912
T1188786,48678.848
T1188787,41332.62
T1188788,40745.703
T1188789,21774.004
T1188790,26584.303
T1188791,39190.887
T1188792,25084.914
T1188793,44811.03
T1188794,31912.562
T1188795,34322.7
T1188796,34164.453
T1188797,49657.35
T1188798,35849.605
T1188799,24759.285
T1188800,62239.363
T1188801,28278.652
T1188802,25036.918
T1188803,29625.162
T1188804,25426.508
T1188805,41154.246
T1188806,32435.18
T1188807,25727.229
T1188808,30652.918
T1188809,46463.426
T1188810,26460.713
T1188811,23917.602
T1188812,35600.59
T1188813,25656.744
T1188814,33947.277
T1188815,23579.764
T1188816,35158.656
T1188817,38391.656
T1188818,29788.844
T1188819,48220.293
T1188820,37347.3
T1188821,30158.105
T1188822,42662.67
T1188823,73719.945
T1188824,53622.816
T1188825,41429.734
T1188826,46453.246
T1188827,34842.426
T1188828,34908.613
T1188829,30589.29
T1188830,21316.744
T1188831,49243.805
T1188832,39892.953
T1188833,41718.047
T1188834,22443.36
T1188835,37301.473
T1188836,25036.951
T1188837,35168.03
T1188838,29554.95
T1188839,14972.965
T1188840,25628.48
T1188841,43947.984
T1188842,36944.207
T1188843,31797.83
T1188844,50745.207
T1188845,38638.465
T1188846,29195.566
T1188847,40629.72
T1188848,32411.172
T1188849,28348.656
T1188850,51120.17
T1188851,44897.387
T1188852,37874.94
T1188853,30247.514
T1188854,39172.684
T1188855,34806.67
T1188856,26380.217
T1188857,36070.812
T1188858,40838.355
T1188859,38030.66
T1188860,47989.434
T1188861,33503.473
T1188862,30171.764
T1188863,23216.553
T1188864,43683.977
T1188865,37284.21
T1188866,39018.04
T1188867,32350.92
T1188868,37169.457
T1188869,28805.557
T1188870,30276.11
T1188871,44937.24
T1188872,34235.23
T1188873,36670.914
T1188874,31795.22
T1188875,47811.055
T1188876,33669.395
T1188877,35807.176
T1188878,30441.098
T1188879,24927.133
T1188880,71316.43
T1188881,33095.53
T1188882,87296.69
T1188883,47635.082
T1188884,56774.33
T1188885,35413.684
T1188886,29186.63
T1188887,32988.367
T1188888,33646.883
T1188889,21131.559
T1188890,38901.145
T1188891,28758.39
T1188892,32042.436
T1188893,26179.244
T1188894,72354.28
T1188895,39615.207
T1188896,29398.512
T1188897,34824.4
T1188898,94651.29
T1188899,33996.086
T1188900,35317.914
T1188901,33217.094
T1188902,59497.266
T1188903,59540.562
T1188904,44773.73
T1188905,28067.496
T1188906,31548.299
T1188907,21365.127
T1188908,34418.33
T1188909,53859.266
T1188910,31792.191
T1188911,44651.0
T1188912,58243.652
T1188913,82798.78
T1188914,38210.95
T1188915,26991.217
T1188916,40214.754
T1188917,43667.652
T1188918,27359.4
T1188919,53014.426
T1188920,36832.734
T1188921,48800.914
T1188922,22652.963
T1188923,37802.98
T1188924,35418.652
T1188925,19877.283
T1188926,50117.13
T1188927,49382.082
T1188928,48664.22
T1188929,32323.842
T1188930,47736.555
T1188931,31418.865
T1188932,57166.93
T1188933,29748.42
T1188934,43497.71
T1188935,25884.79
T1188936,37336.945
T1188937,28109.746
T1188938,26428.037
T1188939,34975.836
T1188940,37360.88
T1188941,48355.2
T1188942,32460.191
T1188943,41097.24
T1188944,41149.984
T1188945,57698.84
T1188946,40253.145
T1188947,23358.697
T1188948,20340.223
T1188949,47814.914
T1188950,25272.086
T1188951,50632.773
T1188952,28237.398
T1188953,28519.654
T1188954,36245.664
T1188955,48682.754
T1188956,41279.625
T1188957,35549.43
T1188958,63847.68
T1188959,81833.21
T1188960,48732.75
T1188961,41130.016
T1188962,37394.066
T1188963,53893.195
T1188964,34055.457
T1188965,79782.03
T1188966,26424.756
T1188967,33535.74
T1188968,52934.098
T1188969,40344.7
T1188970,80391.61
T1188971,33682.863
T1188972,24592.443
T1188973,32920.1
T1188974,68049.05
T1188975,59014.703
T1188976,35367.68
T1188977,37979.477
T1188978,19256.83
T1188979,53000.25
T1188980,48669.957
T1188981,29449.02
T1188982,35685.29
T1188983,37741.766
T1188984,32867.906
T1188985,24957.662
T1188986,41091.996
T1188987,41107.504
T1188988,57364.434
T1188989,40997.066
T1188990,40988.78
T1188991,24520.594
T1188992,32745.115
T1188993,30052.268
T1188994,33765.73
T1188995,22114.18
T1188996,50168.883
T1188997,37876.074
T1188998,48137.785
T1188999,28263.193
T1189000,24790.291
T1189001,37300.633
T1189002,28358.69
T1189003,60682.547
T1189004,60315.54
T1189005,20342.346
T1189006,27025.623
T1189007,30653.777
T1189008,46246.277
T1189009,25657.994
T1189010,29839.117
T1189011,75568.164
T1189012,58400.73
T1189013,27457.035
T1189014,31745.732
T1189015,30364.35
T1189016,68983.9
T1189017,37073.586
T1189018,30374.688
T1189019,32042.95
T1189020,41034.41
T1189021,45074.41
T1189022,30065.088
T1189023,28487.023
T1189024,31726.121
T1189025,24022.055
T1189026,58038.004
T1189027,35335.57
T1189028,47978.004
T1189029,20713.133
T1189030,30477.938
T1189031,40629.92
T1189032,24055.03
T1189033,30922.686
T1189034,61198.797
T1189035,26674.123
T1189036,41323.883
T1189037,28578.926
T1189038,34200.992
T1189039,33703.85
T1189040,29472.309
T1189041,46334.348
T1189042,53075.375
T1189043,39770.207
T1189044,35566.594
T1189045,46858.39
T1189046,29248.098
T1189047,48677.383
T1189048,36770.906
T1189049,38269.613
T1189050,28710.465
T1189051,39539.55
T1189052,38599.67
T1189053,33411.7
T1189054,55661.348
T1189055,50242.18
T1189056,35483.8
T1189057,36159.363
T1189058,57659.55
T1189059,36114.406
T1189060,30941.121
T1189061,62336.523
T1189062,32949.695
T1189063,61099.37
T1189064,33311.14
T1189065,45831.324
T1189066,40027.668
T1189067,29638.654
T1189068,30292.092
T1189069,27674.4
T1189070,48461.375
T1189071,30215.064
T1189072,36770.906
T1189073,48784.715
T1189074,21365.127
T1189075,36670.914
T1189076,51320.406
T1189077,25084.914
T1189078,33217.094
T1189079,38269.613
T1189080,30171.764
T1189081,59540.562
T1189082,44937.24
T1189083,47535.78
T1189084,34235.23
T1189085,39190.887
T1189086,33216.863
T1189087,36189.68
T1189088,35413.684
T1189089,33669.395
T1189090,34117.836
T1189091,37284.21
T1189092,32966.66
T1189093,36832.734
T1189094,27359.4
T1189095,60682.547
T1189096,40841.562
T1189097,34842.426
T1189098,27025.623
T1189099,27693.88
T1189100,49769.86
T1189101,29839.117
T1189102,35849.605
T1189103,33311.14
T1189104,71316.43
T1189105,48423.723
T1189106,31745.732
T1189107,40785.992
T1189108,37073.586
T1189109,47408.8
T1189110,49860.4
T1189111,35317.914
T1189112,31912.562
T1189113,21804.547
T1189114,26380.217
T1189115,34824.4
T1189116,47811.055
T1189117,25180.627
T1189118,30441.098
T1189119,26179.244
T1189120,38638.465
T1189121,21528.035
T1189122,63847.68
T1189123,34164.453
T1189124,34191.723
T1189125,37215.367
T1189126,28564.537
T1189127,47635.082
T1189128,64694.65
T1189129,31548.299
T1189130,32745.115
T1189131,57698.84
T1189132,30163.871
T1189133,24759.285
T1189134,48461.375
T1189135,41097.24
T1189136,36775.42
T1189137,26991.217
T1189138,37876.074
T1189139,26584.303
T1189140,53014.426
T1189141,44773.73
T1189142,65774.65
T1189143,28913.479
T1189144,34322.7
T1189145,29748.42
T1189146,19877.283
T1189147,38599.67
T1189148,40997.066
T1189149,48664.22
T1189150,35600.59
T1189151,33535.74
T1189152,44651.0
T1189153,57166.93
T1189154,62239.363
T1189155,40629.72
T1189156,48732.75
T1189157,36245.664
T1189158,50117.13
T1189159,30589.29
T1189160,28758.39
T1189161,38342.02
T1189162,35104.53
T1189163,21131.559
T1189164,41602.66
T1189165,40745.703
T1189166,29564.088
T1189167,37169.457
T1189168,37874.94
T1189169,29186.63
T1189170,32042.436
T1189171,30276.11
T1189172,82798.78
T1189173,50242.18
T1189174,23375.312
T1189175,48678.848
T1189176,35685.29
T1189177,32791.457
T1189178,26428.037
T1189179,31792.191
T1189180,32867.906
T1189181,28348.656
T1189182,48355.2
T1189183,33903.008
T1189184,28805.557
T1189185,29152.912
T1189186,40253.145
T1189187,41091.996
T1189188,34418.33
T1189189,46253.902
T1189190,47814.914
T1189191,73719.945
T1189192,57364.434
T1189193,38210.95
T1189194,33095.53
T1189195,46994.773
T1189196,28487.023
T1189197,41149.984
T1189198,43947.984
T1189199,33503.473
T1189200,26674.123
T1189201,40738.44
T1189202,33008.79
T1189203,31797.83
T1189204,50132.934
T1189205,42293.723
T1189206,32460.191
T1189207,32350.92
T1189208,35964.37
T1189209,57659.55
T1189210,38030.66
T1189211,39422.383
T1189212,58038.004
T1189213,25628.48
T1189214,44193.465
T1189215,57278.31
T1189216,39615.207
T1189217,45462.773
T1189218,37741.766
T1189219,33411.7
T1189220,49174.934
T1189221,36070.812
T1189222,24592.443
T1189223,44482.83
T1189224,37336.945
T1189225,24957.662
T1189226,50853.387
T1189227,18132.83
T1189228,45831.324
T1189229,14972.965
T1189230,82808.63
T1189231,47970.848
T1189232,29195.566
T1189233,40027.668
T1189234,49710.074
T1189235,22443.36
T1189236,55661.348
T1189237,35941.82
T1189238,25272.086
T1189239,32493.41
T1189240,45074.41
T1189241,34908.613
T1189242,50632.773
T1189243,22325.951
T1189244,21316.744
T1189245,46322.582
T1189246,34547.008
T1189247,20340.223
T1189248,39892.953
T1189249,60823.227
T1189250,51834.24
T1189251,20342.346
T1189252,41718.047
T1189253,52462.34
T1189254,50745.207
T1189255,48682.754
T1189256,23216.553
T1189257,26853.775
T1189258,54343.26
T1189259,32042.95
T1189260,35168.03
T1189261,43683.977
T1189262,42093.465
T1189263,46731.785
T1189264,34975.836
T1189265,19256.83
T1189266,81019.59
T1189267,53859.266
T1189268,29554.95
T1189269,29449.02
T1189270,40214.754
T1189271,37551.52
T1189272,31516.475
T1189273,47978.004
T1189274,32411.172
T1189275,56442.312
T1189276,56774.33
T1189277,48677.383
T1189278,32603.793
T1189279,32988.367
T1189280,37301.473
T1189281,19163.496
T1189282,36159.363
T1189283,25340.24
T1189284,53622.816
T1189285,28578.926
T1189286,39539.55
T1189287,34752.25
T1189288,87296.69
T1189289,67795.64
T1189290,24927.133
T1189291,46334.348
T1189292,41130.016
T1189293,40946.35
T1189294,28278.652
T1189295,22610.117
T1189296,51120.17
T1189297,38244.773
T1189298,52964.145
T1189299,34806.67
T1189300,40988.78
T1189301,26159.76
T1189302,34055.457
T1189303,37595.75
T1189304,30052.268
T1189305,18567.041
T1189306,36871.484
T1189307,28109.746
T1189308,29187.986
T1189309,58813.934
T1189310,30247.514
T1189311,53000.25
T1189312,20572.02
T1189313,69268.94
T1189314,57453.832
T1189315,81833.21
T1189316,17287.83
T1189317,41107.504
T1189318,80391.61
T1189319,38901.145
T1189320,36944.207
T1189321,58607.76
T1189322,25861.172
T1189323,26424.756
T1189324,44897.387
T1189325,22114.18
T1189326,37394.066
T1189327,30853.66
T1189328,37802.98
T1189329,46677.664
T1189330,42738.56
T1189331,30158.105
T1189332,36114.406
T1189333,30853.658
T1189334,33947.277
T1189335,41034.41
T1189336,30065.088
T1189337,28710.465
T1189338,23579.764
T1189339,25656.744
T1189340,30941.121
T1189341,40344.7
T1189342,61198.797
T1189343,27159.852
T1189344,33998.39
T1189345,40838.355
T1189346,31795.22
T1189347,33703.85
T1189348,37300.633
T1189349,75568.164
T1189350,29788.844
T1189351,43116.48
T1189352,39172.684
T1189353,41154.246
T1189354,23917.602
T1189355,52934.098
T1189356,46858.39
T1189357,30292.092
T1189358,45258.945
T1189359,94651.29
T1189360,67642.92
T1189361,48220.293
T1189362,24790.291
T1189363,60884.387
T1189364,24022.055
T1189365,33682.863
T1189366,31418.865
T1189367,30374.688
T1189368,35158.656
T1189369,29248.098
T1189370,34200.992
T1189371,22728.43
T1189372,39582.35
T1189373,43667.652
T1189374,29472.309
T1189375,46463.426
T1189376,46246.277
T1189377,37347.3
T1189378,59014.703
T1189379,32323.842
T1189380,41279.625
T1189381,44826.47
T1189382,53075.375
T1189383,38391.656
T1189384,72354.28
T1189385,41429.734
T1189386,32920.1
T1189387,41323.883
T1189388,68983.9
T1189389,47579.92
T1189390,39058.78
T1189391,25727.229
T1189392,28067.496
T1189393,29398.512
T1189394,43903.746
T1189395,32949.695
T1189396,35367.68
T1189397,47736.555
T1189398,30364.35
T1189399,43231.57
T1189400,79782.03
T1189401,58243.652
T1189402,20713.133
T1189403,27674.4
T1189404,35335.57
T1189405,34689.457
T1189406,22652.963
T1189407,24520.594
T1189408,23358.697
T1189409,37979.477
T1189410,30653.777
T1189411,62336.523
T1189412,53893.195
T1189413,61099.37
T1189414,30652.918
T1189415,25657.994
T1189416,49382.082
T1189417,47989.434
T1189418,26460.713
T1189419,41332.62
T1189420,35549.43
T1189421,33646.883
T1189422,21774.004
T1189423,30477.938
T1189424,29625.162
T1189425,25426.508
T1189426,25036.918
T1189427,42662.67
T1189428,51752.047
T1189429,40958.94
T1189430,35566.594
T1189431,40629.92
T1189432,44811.03
T1189433,49657.35
T1189434,58400.73
T1189435,33996.086
T1189436,41323.883
T1189437,35849.605
T1189438,20713.133
T1189439,81019.59
T1189440,53859.266
T1189441,19256.83
T1189442,32988.367
T1189443,46334.348
T1189444,34842.426
T1189445,26424.756
T1189446,34200.992
T1189447,29625.162
T1189448,58607.76
T1189449,31745.732
T1189450,36944.207
T1189451,38901.145
T1189452,29666.896
T1189453,80391.61
T1189454,48423.723
T1189455,24520.594
T1189456,27693.88
T1189457,46463.426
T1189458,41107.504
T1189459,71316.43
T1189460,31418.865
T1189461,17287.83
T1189462,52964.145
T1189463,47579.92
T1189464,38244.773
T1189465,51120.17
T1189466,33311.14
T1189467,29839.117
T1189468,37551.52
T1189469,49769.86
T1189470,29788.844
T1189471,22610.117
T1189472,19163.496
T1189473,28578.926
T1189474,42738.56
T1189475,43116.48
T1189476,25340.24
T1189477,53622.816
T1189478,21774.004
T1189479,39539.55
T1189480,87296.69
T1189481,23917.602
T1189482,28278.652
T1189483,34752.25
T1189484,28487.023
T1189485,30853.658
T1189486,40629.92
T1189487,46994.773
T1189488,48677.383
T1189489,45258.945
T1189490,67795.64
T1189491,36159.363
T1189492,22652.963
T1189493,25861.172
T1189494,33095.53
T1189495,35566.594
T1189496,29449.02
T1189497,39058.78
T1189498,27025.623
T1189499,40214.754
T1189500,24927.133
T1189501,40841.562
T1189502,31516.475
T1189503,62336.523
T1189504,47978.004
T1189505,29554.95
T1189506,27359.4
T1189507,32411.172
T1189508,56442.312
T1189509,56774.33
T1189510,61198.797
T1189511,30477.938
T1189512,60682.547
T1189513,32603.793
T1189514,35549.43
T1189515,33998.39
T1189516,37301.473
T1189517,41034.41
T1189518,44897.387
T1189519,18567.041
T1189520,30374.688
T1189521,48682.754
T1189522,23216.553
T1189523,26853.775
T1189524,44811.03
T1189525,25426.508
T1189526,54343.26
T1189527,32042.95
T1189528,43231.57
T1189529,82808.63
T1189530,35168.03
T1189531,46322.582
T1189532,14972.965
T1189533,39422.383
T1189534,47736.555
T1189535,41149.984
T1189536,67642.92
T1189537,43947.984
T1189538,33503.473
T1189539,26674.123
T1189540,40738.44
T1189541,46858.39
T1189542,33008.79
T1189543,41154.246
T1189544,50132.934
T1189545,31797.83
T1189546,32460.191
T1189547,42293.723
T1189548,50745.207
T1189549,51752.047
T1189550,52462.34
T1189551,41718.047
T1189552,40027.668
T1189553,29195.566
T1189554,58400.73
T1189555,49710.074
T1189556,26460.713
T1189557,22443.36
T1189558,55661.348
T1189559,35941.82
T1189560,25272.086
T1189561,32493.41
T1189562,25657.994
T1189563,45074.41
T1189564,34908.613
T1189565,30364.35
T1189566,34689.457
T1189567,21316.744
T1189568,34547.008
T1189569,40958.94
T1189570,43683.977
T1189571,20340.223
T1189572,50632.773
T1189573,25036.918
T1189574,39892.953
T1189575,30653.777
T1189576,60823.227
T1189577,51834.24
T1189578,30652.918
T1189579,20342.346
T1189580,22325.951
T1189581,22114.18
T1189582,32350.92
T1189583,35964.37
T1189584,40988.78
T1189585,68983.9
T1189586,26159.76
T1189587,34055.457
T1189588,30052.268
T1189589,37595.75
T1189590,53075.375
T1189591,40785.992
T1189592,36871.484
T1189593,28109.746
T1189594,44826.47
T1189595,29187.986
T1189596,58813.934
T1189597,30247.514
T1189598,37347.3
T1189599,53000.25
T1189600,20572.02
T1189601,69268.94
T1189602,29472.309
T1189603,57453.832
T1189604,81833.21
T1189605,39582.35
T1189606,46677.664
T1189607,35158.656
T1189608,37802.98
T1189609,30853.66
T1189610,37394.066
T1189611,25727.229
T1189612,34806.67
T1189613,34975.836
T1189614,46731.785
T1189615,75568.164
T1189616,38030.66
T1189617,30292.092
T1189618,58038.004
T1189619,18132.83
T1189620,25628.48
T1189621,40838.355
T1189622,57278.31
T1189623,44193.465
T1189624,45462.773
T1189625,39615.207
T1189626,33947.277
T1189627,37741.766
T1189628,57659.55
T1189629,30065.088
T1189630,49174.934
T1189631,36070.812
T1189632,28710.465
T1189633,24592.443
T1189634,24957.662
T1189635,44482.83
T1189636,37336.945
T1189637,60884.387
T1189638,50853.387
T1189639,45831.324
T1189640,42093.465
T1189641,33411.7
T1189642,43903.746
T1189643,25656.744
T1189644,37073.586
T1189645,40946.35
T1189646,34235.23
T1189647,30171.764
T1189648,34117.836
T1189649,38342.02
T1189650,41279.625
T1189651,35367.68
T1189652,47970.848
T1189653,53014.426
T1189654,44773.73
T1189655,82798.78
T1189656,44937.24
T1189657,33646.883
T1189658,26584.303
T1189659,32949.695
T1189660,47535.78
T1189661,31795.22
T1189662,29152.912
T1189663,41429.734
T1189664,79782.03
T1189665,23579.764
T1189666,33217.094
T1189667,65774.65
T1189668,37300.633
T1189669,19877.283
T1189670,49382.082
T1189671,21365.127
T1189672,36770.906
T1189673,30215.064
T1189674,29748.42
T1189675,25084.914
T1189676,36114.406
T1189677,33703.85
T1189678,48784.715
T1189679,38391.656
T1189680,47989.434
T1189681,34322.7
T1189682,35104.53
T1189683,48678.848
T1189684,23375.312
T1189685,32920.1
T1189686,30589.29
T1189687,38599.67
T1189688,32791.457
T1189689,33216.863
T1189690,24759.285
T1189691,29186.63
T1189692,72354.28
T1189693,41097.24
T1189694,52934.098
T1189695,39172.684
T1189696,41602.66
T1189697,57698.84
T1189698,50242.18
T1189699,37169.457
T1189700,40745.703
T1189701,32745.115
T1189702,64694.65
T1189703,59014.703
T1189704,27674.4
T1189705,29564.088
T1189706,48461.375
T1189707,21131.559
T1189708,28913.479
T1189709,30163.871
T1189710,29248.098
T1189711,37876.074
T1189712,30276.11
T1189713,32323.842
T1189714,36189.68
T1189715,26991.217
T1189716,35413.684
T1189717,32042.436
T1189718,37874.94
T1189719,39190.887
T1189720,33669.395
T1189721,26380.217
T1189722,43667.652
T1189723,31548.299
T1189724,36775.42
T1189725,28564.537
T1189726,48220.293
T1189727,77083.664
T1189728,28758.39
T1189729,46246.277
T1189730,35685.29
T1189731,47635.082
T1189732,36670.914
T1189733,48355.2
T1189734,26179.244
T1189735,34418.33
T1189736,49657.35
T1189737,52437.336
T1189738,40344.7
